Date,Product ID,Sales Quantity,Category,Price,Weight,Is Perishable,Reorder Lead Time,On Promotion,Discount Percent,Holiday
2022-01-01,101,113,Home,24.041677639819287,7.226689489062432,1,26,0,0,New Year
2022-01-02,101,148,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-New Year
2022-01-03,101,127,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-New Year
2022-01-04,101,143,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-New Year
2022-01-05,101,136,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-06,101,115,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-07,101,102,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-08,101,84,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-09,101,64,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-10,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-11,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-12,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-13,101,137,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-14,101,82,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-15,101,83,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-16,101,53,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-17,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-18,101,121,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-19,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-20,101,92,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-21,101,97,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-22,101,83,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-23,101,64,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-24,101,109,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-25,101,116,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-26,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-27,101,144,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-28,101,124,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-29,101,57,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-30,101,86,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-01-31,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-01,101,135,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-02,101,113,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-03,101,122,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-04,101,130,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-05,101,102,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-06,101,58,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-07,101,102,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-08,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-09,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-10,101,129,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-11,101,112,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-12,101,57,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-13,101,86,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-14,101,134,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-15,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-16,101,86,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-17,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-18,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-19,101,64,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-20,101,79,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-21,101,116,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-22,101,94,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-23,101,105,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-24,101,64,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-25,101,102,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-26,101,80,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-27,101,67,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-02-28,101,137,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-01,101,105,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-02,101,118,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-03,101,125,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-04,101,142,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-05,101,72,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-06,101,89,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-07,101,106,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-08,101,93,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-09,101,112,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-10,101,109,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-11,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-12,101,74,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-13,101,68,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-14,101,108,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-15,101,115,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-16,101,127,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-17,101,90,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-18,101,134,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-19,101,48,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-20,101,72,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-21,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-22,101,110,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-23,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-24,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-25,101,109,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-26,101,75,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-27,101,94,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-28,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-29,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-30,101,127,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-03-31,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-01,101,142,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-02,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-03,101,88,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-04,101,124,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-05,101,141,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-06,101,122,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-07,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-08,101,116,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-09,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-10,101,74,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-11,101,121,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-12,101,111,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-13,101,111,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-14,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-15,101,125,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-16,101,92,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-17,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-18,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-19,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-20,101,110,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-21,101,118,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-22,101,112,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-23,101,83,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-24,101,89,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-25,101,113,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-26,101,151,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-27,101,110,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-28,101,108,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-29,101,139,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-04-30,101,101,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-01,101,107,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-02,101,139,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-03,101,131,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-04,101,119,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-05,101,132,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-06,101,105,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-07,101,94,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-08,101,79,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-09,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-10,101,110,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-11,101,151,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-12,101,151,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-13,101,140,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-14,101,104,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-15,101,82,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-16,101,98,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-17,101,110,Home,24.041677639819287,7.226689489062432,1,26,1,20,None
2022-05-18,101,87,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-19,101,72,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-20,101,81,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-21,101,61,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-22,101,79,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-23,101,118,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-24,101,133,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-25,101,135,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-26,101,121,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-27,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-28,101,78,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-29,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-30,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-05-31,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-01,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-02,101,138,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-03,101,151,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-04,101,97,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-05,101,104,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-06,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-07,101,109,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-08,101,117,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-09,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-10,101,115,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-11,101,71,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-12,101,82,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-13,101,120,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-14,101,133,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-15,101,127,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-16,101,142,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-17,101,104,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-18,101,93,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-19,101,84,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-20,101,143,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-21,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-22,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-23,101,106,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-24,101,86,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-25,101,84,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-26,101,81,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-27,101,125,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-28,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-29,101,148,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-06-30,101,136,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-01,101,151,Home,24.041677639819287,7.226689489062432,1,26,0,0,Pre-Independence Day
2022-07-02,101,103,Home,24.041677639819287,7.226689489062432,1,26,0,0,Pre-Independence Day
2022-07-03,101,117,Home,24.041677639819287,7.226689489062432,1,26,0,0,Pre-Independence Day
2022-07-04,101,131,Home,24.041677639819287,7.226689489062432,1,26,0,0,Independence Day
2022-07-05,101,148,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-Independence Day
2022-07-06,101,41,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-Independence Day
2022-07-07,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,Post-Independence Day
2022-07-08,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-09,101,99,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-10,101,80,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-11,101,130,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-12,101,93,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-13,101,106,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-14,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-15,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-16,101,75,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-17,101,89,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-18,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-19,101,112,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-20,101,115,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-21,101,121,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-22,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-23,101,66,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-24,101,61,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-25,101,140,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-26,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-27,101,114,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-28,101,144,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-29,101,125,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-30,101,106,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-07-31,101,92,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-01,101,158,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-02,101,154,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-03,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-04,101,144,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-05,101,139,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-06,101,99,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-07,101,69,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-08,101,123,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-09,101,128,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-10,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-11,101,98,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-12,101,87,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-13,101,78,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-14,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-15,101,133,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-16,101,115,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-17,101,135,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-18,101,96,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-19,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-20,101,80,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-21,101,86,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-22,101,113,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-23,101,87,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-24,101,113,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-25,101,106,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-26,101,132,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-27,101,95,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-28,101,78,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-29,101,117,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-30,101,109,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-08-31,101,122,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-01,101,143,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-02,101,118,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-03,101,105,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-04,101,91,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-05,101,121,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-06,101,112,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
2022-09-07,101,100,Home,24.041677639819287,7.226689489062432,1,26,0,0,None
